epoch,val_error1,val_error5,val_loss,train_error1,train_error5,train_loss
1,0.82312,0.606,4.133433298188812,0.9193383844572955,0.7923994295825603,4.47519588470459
2,0.7237,0.47768,3.473382833052655,0.7883734126776603,0.5698460856391088,3.7000553607940674
3,0.65518,0.39415999999999995,3.052257225221517,0.7155804044281503,0.47786276106081405,3.4135727882385254
4,0.60762,0.34363999999999995,2.7711349707476947,0.6702896655939468,0.4273080714692151,3.073065757751465
5,0.57454,0.31348,2.5944150175367082,0.6396878783171904,0.3948806049484571,3.190951108932495
6,0.55986,0.30138,2.5218299286706105,0.6161640129663033,0.37151596942475107,3.1758596897125244
7,0.54834,0.29191999999999996,2.4664022800873737,0.5991435933020441,0.35512310260879343,2.7953062057495117
8,0.52008,0.26788,2.3156309200792897,0.5848527163125494,0.34139655485974896,2.853949785232544
9,0.51424,0.26217999999999997,2.2830735636608943,0.5736800901053493,0.33074688935946683,2.606919765472412
10,0.50528,0.25658000000000003,2.2347270983214282,0.563518261085401,0.3220649610862596,3.1568191051483154
11,0.50054,0.25305999999999995,2.225730068221384,0.5547067634430172,0.3139497036686084,2.9920654296875
12,0.48763999999999996,0.24034,2.1509784539135133,0.5483453757394625,0.3082127466598812,2.691283702850342
13,0.48418000000000005,0.24004000000000003,2.1345427224830704,0.5414672716359381,0.3026178476342273,2.5478529930114746
14,0.47928000000000004,0.23594000000000004,2.1127201245755565,0.5368285321117388,0.2974982964750107,2.6165342330932617
15,0.47585999999999995,0.23412,2.104342609643936,0.5314802832105416,0.29308591307768617,2.7200751304626465
16,0.47082,0.22962000000000005,2.0679293420850016,0.5267291461612733,0.28922146761507284,2.801471471786499
17,0.46763999999999994,0.22672000000000003,2.0618018237303715,0.5224533569784423,0.2856130387373387,2.477461576461792
18,0.46858,0.22497999999999996,2.0404990689486873,0.5182821599369949,0.28271958300518196,2.4159247875213623
19,0.46204,0.22204000000000002,2.017365529829142,0.5153286027504611,0.2788629429262539,2.3840129375457764
20,0.45636,0.2188,2.003174799741531,0.5121081014418885,0.2769131580816553,2.408991575241089
21,0.45602,0.21653999999999995,1.9979404615504401,0.5088259376022017,0.27363879962565385,2.3771564960479736
22,0.4547,0.21414,1.9725003324601116,0.5054516702350279,0.27138850750916943,2.7133543491363525
23,0.44955999999999996,0.21392,1.9655604085751943,0.5030499536750479,0.2689430808005514,2.478003978729248
24,0.44764000000000004,0.21194000000000002,1.949387057399263,0.4998513074407942,0.26674664583149577,2.0958340167999268
25,0.44930000000000003,0.21245999999999998,1.961683759579853,0.4982394957097709,0.2650981487971513,2.582113742828369
26,0.44554000000000005,0.20992,1.9388357093747781,0.49550448926642665,0.2632545171706733,2.3727095127105713
27,0.44610000000000005,0.20974000000000004,1.9374687644291897,0.4930239383312246,0.2611681381115811,2.196770429611206
28,0.44144000000000005,0.20598000000000005,1.9191253045383765,0.49068388430235876,0.259562570687506,2.260641098022461
29,0.43914,0.20274000000000003,1.9051620929825062,0.4883141698154886,0.25703440691182333,2.236250638961792
30,0.44252,0.20499999999999996,1.9262408690184962,0.48719097510316767,0.25554513970465986,1.9330120086669922
31,0.44089999999999996,0.20531999999999995,1.9168567575362263,0.48478691692808196,0.25388961782499864,2.32525897026062
32,0.43613999999999997,0.20208000000000004,1.8963566443749837,0.48293079668770733,0.25279530303231346,2.502786159515381
33,0.43345999999999996,0.19918000000000002,1.8791046668680347,0.480749191947654,0.2508611289550855,2.4185593128204346
34,0.42984,0.19748,1.861747288278171,0.4787307197266243,0.24928209983554062,2.2988200187683105
35,0.43038,0.19491999999999998,1.8528734421243473,0.4773967796547991,0.2484992198519006,2.3980252742767334
36,0.42689999999999995,0.19626,1.8479398565024745,0.47554065941442447,0.24620131489493569,2.012916088104248
37,0.42948,0.19352000000000003,1.8449154876324596,0.4740568559758408,0.2456924038786512,2.146684408187866
38,0.42135999999999996,0.19057999999999997,1.821110995752471,0.4726901332925372,0.24371764180625943,2.3220386505126953
39,0.42691999999999997,0.19508000000000003,1.8447066807017034,0.4705272614733286,0.24287856306008504,2.2022876739501953
40,0.42301999999999995,0.19232000000000005,1.8267371846096856,0.4689482323537837,0.24200279901058952,2.0141143798828125
41,0.42223999999999995,0.19011999999999996,1.817815117690028,0.4670210831218725,0.24060719640765016,1.9935170412063599
42,0.41979999999999995,0.18910000000000005,1.8068800638524853,0.46616483253159036,0.23899850683010104,2.2816102504730225
43,0.42347999999999997,0.19240000000000002,1.8237564387370129,0.4640925031631318,0.23824606784283386,2.6850123405456543
44,0.41681999999999997,0.18610000000000004,1.7875367074596638,0.46331352587133445,0.23750299531598928,2.784931182861328
45,0.41522000000000003,0.18528,1.7866029991787307,0.46204905371430893,0.2356320448466125,2.034928560256958
46,0.41608,0.18542000000000003,1.7950781650689183,0.4603904096811735,0.23437069484306106,2.177149534225464
47,0.41313999999999995,0.18489999999999995,1.7757609349732497,0.4594646911760918,0.23393281281831335,1.9832544326782227
48,0.41508,0.18596000000000001,1.7876414872553883,0.45801913411756623,0.2330305104642877,2.3197193145751953
49,0.41308,0.18635999999999997,1.7832735129156891,0.4567429538850126,0.23181365114774266,2.0619471073150635
50,0.40962,0.18238,1.76322952886017,0.4550390386265022,0.2308161231127558,1.866832971572876
51,0.40996,0.18122000000000005,1.7626851407849058,0.45436777562956276,0.22975615200828614,2.052295207977295
52,0.40859999999999996,0.18198000000000003,1.7632765678726896,0.45270444836621615,0.2285970525310127,1.9288095235824585
53,0.41447999999999996,0.18457999999999997,1.7777881087089071,0.45126669669137587,0.22759952449602594,2.19110369682312
54,0.40681999999999996,0.17988000000000004,1.7481407644797344,0.45054547923885024,0.22694387226645707,2.0667879581451416
55,0.40642,0.17991999999999997,1.7412127000944955,0.4500311044539861,0.22676200682658854,2.0635788440704346
56,0.405,0.17684,1.7346509068596119,0.4483193838117904,0.22553656158798974,2.410025119781494
57,0.402,0.17620000000000002,1.7213143730650142,0.4467801621490407,0.22469514122670975,2.4312875270843506
58,0.40534000000000003,0.18011999999999995,1.735234714284235,0.4464250171913575,0.2239247498569663,1.9376698732376099
59,0.40446000000000004,0.1795,1.7345813786496922,0.4455500336802306,0.2228038967597511,2.0907721519470215
60,0.40071999999999997,0.17620000000000002,1.712040448371245,0.44395851594678915,0.2224518739555421,2.303342342376709
61,0.40162,0.17832000000000003,1.7227859785970376,0.44291571668642726,0.22155659644683323,2.422887086868286
62,0.398,0.17776000000000003,1.7194736487403208,0.4420118532556646,0.2204388655030921,2.3051087856292725
63,0.40227999999999997,0.17645999999999995,1.7153056841723773,0.44170041844661934,0.2207947909991438,2.1797189712524414
64,0.39924000000000004,0.17390000000000005,1.7039712700916796,0.44031730445757655,0.2189254016065041,1.883159875869751
65,0.40164,0.17645999999999995,1.716438732281023,0.4390169275355984,0.2182283808434029,2.1950714588165283
66,0.39727999999999997,0.17201999999999995,1.69633237956738,0.4378242649084779,0.21805197917211416,2.0182831287384033
67,0.39888,0.17462,1.7045939011233193,0.4383331759247624,0.2177436665165431,2.186066150665283
68,0.40147999999999995,0.17467999999999995,1.708799375867357,0.43633031447110326,0.21654632065921153,2.532428026199341
69,0.39534,0.17306,1.6907485221721688,0.4351891673763061,0.21588364358432588,2.0495407581329346
70,0.39478,0.1723,1.6888355576262182,0.4349963743992782,0.2146972252641537,2.21738338470459
71,0.39796,0.17076000000000002,1.6927315699202674,0.4338185420011599,0.21452004305449646,2.0613365173339844
72,0.39588,0.17415999999999998,1.6958794289705705,0.43305673655347043,0.21384487736571423,1.8021713495254517
73,0.39270000000000005,0.17078000000000004,1.6778928117484462,0.4320475004429555,0.21318376136756567,1.8676444292068481
74,0.39392000000000005,0.17098000000000002,1.6813421939708748,0.4312911587638458,0.2130198483101735,1.8056330680847168
75,0.39298,0.17015999999999998,1.6738337174970277,0.4297776948672577,0.21209803249693449,1.9369293451309204
76,0.39048000000000005,0.17000000000000004,1.665253598471077,0.42946391844310694,0.21139164527341092,2.344033718109131
77,0.38858000000000004,0.1684,1.6600214799447937,0.42847887902201665,0.21067979428130756,1.9022210836410522
78,0.38986,0.1673,1.6602622185434615,0.4278091771018142,0.21008814619795857,2.1040940284729004
79,0.38846,0.16827999999999999,1.6626169258842662,0.42670159315686407,0.20947152088681642,2.221203327178955
80,0.38774,0.16671999999999998,1.6555684795793222,0.4268241376807239,0.2090843738560234,1.786447525024414
81,0.38826000000000005,0.1663,1.6496479915721076,0.4258359761061594,0.2083022744107521,2.187166213989258
82,0.38734,0.16784,1.6522773148453966,0.4245839925630305,0.20787844207663797,2.0011067390441895
83,0.38532,0.16825999999999997,1.654100386463866,0.4235380711491944,0.20703780225372648,2.1220932006835938
84,0.38714000000000004,0.16722000000000004,1.6478390821388789,0.4227559717039231,0.2065913343069249,1.935516595840454
85,0.38339999999999996,0.16446000000000005,1.636154327161458,0.42238755759397484,0.20625414173171808,2.1303441524505615
86,0.38622,0.16556000000000004,1.650337708543758,0.4215672117686453,0.20493659296563216,1.8240339756011963
87,0.38639999999999997,0.16744000000000003,1.6484124991966753,0.42022858846660893,0.20483512297772266,1.8879716396331787
88,0.38759999999999994,0.16718,1.6517373235250006,0.42003267333610683,0.20392423470164311,1.926268219947815
89,0.38271999999999995,0.16625999999999996,1.6341016021918278,0.41903982853133115,0.20356050382190616,2.2196295261383057
90,0.38552,0.16527999999999998,1.6417758245857395,0.4180196648836568,0.20323189716875323,1.9100215435028076
91,0.38426000000000005,0.16447999999999996,1.6352060522351946,0.4173843066516699,0.20262776047150766,2.1637399196624756
92,0.38083999999999996,0.16213999999999995,1.6212656315492124,0.4167559732649998,0.20223593021050335,2.130603790283203
93,0.38186,0.16549999999999998,1.6324805836288296,0.4161151512644331,0.2014257313839648,2.130582571029663
94,0.38224,0.16415999999999997,1.635963315562326,0.4160331947357371,0.20144758645828376,1.9983245134353638
95,0.37860000000000005,0.16271999999999998,1.6228888126052157,0.41476013665665756,0.20055933379489166,1.7001317739486694
96,0.3823,0.16337999999999997,1.6264270331178392,0.4141466334989896,0.2002463379091094,1.9149564504623413
97,0.38058000000000003,0.1613,1.6244931695412617,0.41378992746456944,0.19972415774055996,2.1433911323547363
98,0.37749999999999995,0.16198,1.6117942725517311,0.41309368723983686,0.19947672707773456,1.9187073707580566
99,0.37854,0.16093999999999997,1.6114548040287835,0.4121851405788629,0.19897952413697828,1.8814654350280762
100,0.37836000000000003,0.16200000000000003,1.6134526221727838,0.41206649874684564,0.1984682715055882,1.8338598012924194
101,0.38014000000000003,0.16010000000000002,1.6091541304272048,0.4105038609330399,0.1981263957001702,1.9556981325149536
